"","OTU","Sample","Abundance","sample_Sample","host_subject_id","Timepoint","Site","Diet","Age","agexdiet","serum_zinc","wk6_plasma_MCP","wk6_WB_LPS_IL6","MLN_IL17","MLN_IFNg","MLN_CD4_naive","Study","agexstudy","agexdietxweek","agexdietxstudy","Kingdom","Phylum","Class","Order","Family","Genus"
"815","ASV12","ZAM2_s20_OZD",0.553933445155412,"ZAM2_s20_OZD","ZAM2_20","wk0","fecal_wk0","deficient","old","OZD",0.45,60.5,968.2,485.6,834,54.01,"ZAM2","old_ZAM2","wk0_OZD","OZD_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_NK4A136_group"
"518","ASV11","ZAM2_s5_YZD",0.553426990208599,"ZAM2_s5_YZD","ZAM2_5","wk0","fecal_wk0","deficient","young","YZD",0.6,16.9,115.1,7.1,83.6,82.11,"ZAM2","young_ZAM2","wk0_YZD","YZD_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium"
"4240","ASV6","ZAM2_s8_YZD",0.55266635772274,"ZAM2_s8_YZD","ZAM2_8","wk0","fecal_wk0","deficient","young","YZD",0.6,7.2,209.6,55.6,231.1,86.94,"ZAM2","young_ZAM2","wk0_YZD","YZD_ZAM2","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Parasutterella"
"3291","ASV34","ZAM1_s19_OZA",0.552109980308077,"ZAM1_s19_OZA","ZAM1_19","wk0","fecal_wk0","adequate","old","OZA",0.58,69.3,1912.3,NA,NA,21.6,"ZAM1","old_ZAM1","wk0_OZA","OZA_ZAM1","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Other < 10%"
"1004","ASV129","ZAM1_s52_OZA",0.551938346226477,"ZAM1_s52_OZA","ZAM1_15","wk6","fecal_wk6","adequate","old","OZA",0.62,13.7,337.8,820.1,3164.3,34.8,"ZAM1","old_ZAM1","wk6_OZA","OZA_ZAM1","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_vadinBB60_group","Other < 10%"
"1439","ASV20","ZAM1_s23_YZS",0.549866517910507,"ZAM1_s23_YZS","ZAM1_23","wk0","fecal_wk0","supplemented","young","YZS",0.81,0,1321,21.9,812,79.5,"ZAM1","young_ZAM1","wk0_YZS","YZS_ZAM1","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_9"
"3007","ASV33","ZAM1_s17_OZA",0.549407493186825,"ZAM1_s17_OZA","ZAM1_17","wk0","fecal_wk0","adequate","old","OZA",NA,NA,NA,161.7,1700.8,33.4,"ZAM1","old_ZAM1","wk0_OZA","OZA_ZAM1","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Other < 10%"
"135","ASV1","ZAM1_s4_YZA",0.549021502000467,"ZAM1_s4_YZA","ZAM1_4","wk0","fecal_wk0","adequate","young","YZA",0.7,33.8,341.4,40.6,359.8,87.5,"ZAM1","young_ZAM1","wk0_YZA","YZA_ZAM1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"2107","ASV24","ZAM2_s67_YZA",0.548113190018766,"ZAM2_s67_YZA","ZAM2_28","wk6","fecal_wk6","adequate","young","YZA",0.66,0,192.5,9.4,307.3,87.9,"ZAM2","young_ZAM2","wk6_YZA","YZA_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Other < 10%"
"4416","ASV8","ZAM1_s46_YZA",0.54807627744578,"ZAM1_s46_YZA","ZAM1_8","wk6","fecal_wk6","adequate","young","YZA",0.64,0,644.1,21.9,207.8,82.3,"ZAM1","young_ZAM1","wk6_YZA","YZA_ZAM1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","Other < 10%"
"1469","ASV20","ZAM1_s40_YZA",0.546579995517009,"ZAM1_s40_YZA","ZAM1_2","wk6","fecal_wk6","adequate","young","YZA",0.77,0,533.1,21.7,205.7,84.9,"ZAM1","young_ZAM1","wk6_YZA","YZA_ZAM1","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_9"
"3006","ASV33","ZAM1_s36_OZS",0.544313406031881,"ZAM1_s36_OZS","ZAM1_36","wk0","fecal_wk0","supplemented","old","OZS",0.82,56.9,951.4,249.1,1126.2,34.7,"ZAM1","old_ZAM1","wk0_OZS","OZS_ZAM1","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Other < 10%"
"1755","ASV22","ZAM1_s49_OZA",0.543676105158196,"ZAM1_s49_OZA","ZAM1_12","wk6","fecal_wk6","adequate","old","OZA",0.6,27.6,768.5,122.6,1390.9,40.7,"ZAM1","old_ZAM1","wk6_OZA","OZA_ZAM1","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Acetatifactor"
"467","ASV11","ZAM2_s57_OZD",0.543440969410861,"ZAM2_s57_OZD","ZAM2_18","wk6","fecal_wk6","deficient","old","OZD",0.48,24.7,452.1,985.5,2253.6,40.37,"ZAM2","old_ZAM2","wk6_OZD","OZD_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium"
"2488","ASV28","ZAM1_s69_OZS",0.543324865932825,"ZAM1_s69_OZS","ZAM1_32","wk6","fecal_wk6","supplemented","old","OZS",0.71,0,663.5,NA,NA,56.9,"ZAM1","old_ZAM1","wk6_OZS","OZS_ZAM1","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Other < 10%"
"110","ASV1","ZAM1_s27_YZS",0.536225851472785,"ZAM1_s27_YZS","ZAM1_27","wk0","fecal_wk0","supplemented","young","YZS",0.7,0,1270.9,297.6,428.7,80.9,"ZAM1","young_ZAM1","wk0_YZS","YZS_ZAM1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"4124","ASV6","ZAM2_s70_OZA",0.535838016783432,"ZAM2_s70_OZA","ZAM2_31","wk6","fecal_wk6","adequate","old","OZA",0.6,15.5,63.7,39,3495.2,15.5,"ZAM2","old_ZAM2","wk6_OZA","OZA_ZAM2","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Parasutterella"
"3282","ASV34","ZAM1_s61_YZS",0.533219928685924,"ZAM1_s61_YZS","ZAM1_24","wk6","fecal_wk6","supplemented","young","YZS",0.72,0,783.6,26.7,307.7,87.7,"ZAM1","young_ZAM1","wk6_YZS","YZS_ZAM1","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Other < 10%"
"1100","ASV129","ZAM1_s31_OZS",0.533144039510051,"ZAM1_s31_OZS","ZAM1_31","wk0","fecal_wk0","supplemented","old","OZS",NA,NA,NA,NA,NA,NA,"ZAM1","old_ZAM1","wk0_OZS","OZS_ZAM1","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_vadinBB60_group","Other < 10%"
"4561","ASV9","ZAM1_s15_OZA",0.531008610743947,"ZAM1_s15_OZA","ZAM1_15","wk0","fecal_wk0","adequate","old","OZA",0.62,13.7,337.8,820.1,3164.3,34.8,"ZAM1","old_ZAM1","wk0_OZA","OZA_ZAM1","Bacteria","Deferribacteres","Deferribacteres","Deferribacterales","Deferribacteraceae","Other < 10%"
"3339","ASV34","ZAM2_s14_OZD",0.530235394029136,"ZAM2_s14_OZD","ZAM2_14","wk0","fecal_wk0","deficient","old","OZD",0.43,32.6,497.3,475.2,2278.6,32.04,"ZAM2","old_ZAM2","wk0_OZD","OZD_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Other < 10%"
"1491","ASV20","ZAM1_s49_OZA",0.529431316376759,"ZAM1_s49_OZA","ZAM1_12","wk6","fecal_wk6","adequate","old","OZA",0.6,27.6,768.5,122.6,1390.9,40.7,"ZAM1","old_ZAM1","wk6_OZA","OZA_ZAM1","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_9"
"3369","ASV34","ZAM1_s12_OZA",0.52878418461634,"ZAM1_s12_OZA","ZAM1_12","wk0","fecal_wk0","adequate","old","OZA",0.6,27.6,768.5,122.6,1390.9,40.7,"ZAM1","old_ZAM1","wk0_OZA","OZA_ZAM1","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Other < 10%"
"3036","ASV33","ZAM1_s43_YZA",0.528003908805056,"ZAM1_s43_YZA","ZAM1_5","wk6","fecal_wk6","adequate","young","YZA",0.73,26.7,233.7,29.9,562.5,86.4,"ZAM1","young_ZAM1","wk6_YZA","YZA_ZAM1","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Other < 10%"
"231","ASV10","ZAM2_s9_YZD",0.52636439191061,"ZAM2_s9_YZD","ZAM2_9","wk0","fecal_wk0","deficient","young","YZD",0.55,8.3,95.9,20.9,235.7,83.56,"ZAM2","young_ZAM2","wk0_YZD","YZD_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Other < 10%"
"3013","ASV33","ZAM1_s74_OZS",0.522245394508168,"ZAM1_s74_OZS","ZAM1_37","wk6","fecal_wk6","supplemented","old","OZS",0.71,0,1199.4,285.5,1390.9,64,"ZAM1","old_ZAM1","wk6_OZS","OZS_ZAM1","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Other < 10%"
"4268","ASV7","ZAM1_s19_OZA",0.52082374809062,"ZAM1_s19_OZA","ZAM1_19","wk0","fecal_wk0","adequate","old","OZA",0.58,69.3,1912.3,NA,NA,21.6,"ZAM1","old_ZAM1","wk0_OZA","OZA_ZAM1","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Dubosiella"
"2693","ASV29","ZAM2_s39_OZA",0.520288498596047,"ZAM2_s39_OZA","ZAM2_39","wk0","fecal_wk0","adequate","old","OZA",0.54,30.2,465.2,50.2,6175.3,25.4,"ZAM2","old_ZAM2","wk0_OZA","OZA_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Other < 10%"
"2545","ASV28","ZAM2_s70_OZA",0.518900608206944,"ZAM2_s70_OZA","ZAM2_31","wk6","fecal_wk6","adequate","old","OZA",0.6,15.5,63.7,39,3495.2,15.5,"ZAM2","old_ZAM2","wk6_OZA","OZA_ZAM2","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Other < 10%"
"1716","ASV22","ZAM2_s16_OZD",0.517380759902991,"ZAM2_s16_OZD","ZAM2_16","wk0","fecal_wk0","deficient","old","OZD",0.49,95.2,931.1,400.4,3745.8,61.24,"ZAM2","old_ZAM2","wk0_OZD","OZD_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Acetatifactor"
"3427","ASV36","ZAM1_s56_OZA",0.515896666858926,"ZAM1_s56_OZA","ZAM1_19","wk6","fecal_wk6","adequate","old","OZA",0.58,69.3,1912.3,NA,NA,21.6,"ZAM1","old_ZAM1","wk6_OZA","OZA_ZAM1","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Other < 10%"
"3319","ASV34","ZAM1_s69_OZS",0.512454134913915,"ZAM1_s69_OZS","ZAM1_32","wk6","fecal_wk6","supplemented","old","OZS",0.71,0,663.5,NA,NA,56.9,"ZAM1","old_ZAM1","wk6_OZS","OZS_ZAM1","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Other < 10%"
"1211","ASV14","ZAM1_s56_OZA",0.509488012612232,"ZAM1_s56_OZA","ZAM1_19","wk6","fecal_wk6","adequate","old","OZA",0.58,69.3,1912.3,NA,NA,21.6,"ZAM1","old_ZAM1","wk6_OZA","OZA_ZAM1","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"787","ASV12","ZAM1_s65_YZS",0.509406032566028,"ZAM1_s65_YZS","ZAM1_28","wk6","fecal_wk6","supplemented","young","YZS",0.79,0,571.8,85,211.9,89.1,"ZAM1","young_ZAM1","wk6_YZS","YZS_ZAM1","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_NK4A136_group"
"181","ASV10","ZAM1_s48_YZA",0.509124059395232,"ZAM1_s48_YZA","ZAM1_10","wk6","fecal_wk6","adequate","young","YZA",0.61,0,265.1,72.2,366.9,83.8,"ZAM1","young_ZAM1","wk6_YZA","YZA_ZAM1","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Other < 10%"
"3461","ASV36","ZAM1_s31_OZS",0.505203062935162,"ZAM1_s31_OZS","ZAM1_31","wk0","fecal_wk0","supplemented","old","OZS",NA,NA,NA,NA,NA,NA,"ZAM1","old_ZAM1","wk0_OZS","OZS_ZAM1","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Other < 10%"
"1559","ASV20","ZAM2_s42_YZD",0.505073485917095,"ZAM2_s42_YZD","ZAM2_3","wk6","fecal_wk6","deficient","young","YZD",0.5,19.3,232.6,30.3,240.3,82.5,"ZAM2","young_ZAM2","wk6_YZD","YZD_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_9"
"544","ASV11","ZAM2_s51_OZD",0.50446207238473,"ZAM2_s51_OZD","ZAM2_12","wk6","fecal_wk6","deficient","old","OZD",0.75,27,474.1,1463.5,2109.9,18.56,"ZAM2","old_ZAM2","wk6_OZD","OZD_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium"
"2684","ASV29","ZAM2_s75_OZA",0.502267467804033,"ZAM2_s75_OZA","ZAM2_36","wk6","fecal_wk6","adequate","old","OZA",0.53,334.7,51.7,150.7,1315.8,70.8,"ZAM2","old_ZAM2","wk6_OZA","OZA_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Other < 10%"
"497","ASV11","ZAM1_s13_OZA",0.500528623287519,"ZAM1_s13_OZA","ZAM1_13","wk0","fecal_wk0","adequate","old","OZA",0.46,23.9,814.7,NA,NA,52.2,"ZAM1","old_ZAM1","wk0_OZA","OZA_ZAM1","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium"
"451","ASV11","ZAM1_s36_OZS",0.499879658600707,"ZAM1_s36_OZS","ZAM1_36","wk0","fecal_wk0","supplemented","old","OZS",0.82,56.9,951.4,249.1,1126.2,34.7,"ZAM1","old_ZAM1","wk0_OZS","OZS_ZAM1","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium"
"488","ASV11","ZAM2_s43_YZD",0.498612730708915,"ZAM2_s43_YZD","ZAM2_4","wk6","fecal_wk6","deficient","young","YZD",0.58,17.4,431,60.1,182.5,83.44,"ZAM2","young_ZAM2","wk6_YZD","YZD_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium"
"1476","ASV20","ZAM2_s10_YZD",0.498484606795342,"ZAM2_s10_YZD","ZAM2_10","wk0","fecal_wk0","deficient","young","YZD",0.72,28.8,47.7,16,233.4,86.38,"ZAM2","young_ZAM2","wk0_YZD","YZD_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_9"
"2574","ASV29","ZAM1_s33_OZS",0.498099127006477,"ZAM1_s33_OZS","ZAM1_33","wk0","fecal_wk0","supplemented","old","OZS",0.79,19.9,933.1,316.9,902.8,52.9,"ZAM1","old_ZAM1","wk0_OZS","OZS_ZAM1","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Other < 10%"
"709","ASV115","ZAM2_s59_OZD",0.497356225116489,"ZAM2_s59_OZD","ZAM2_20","wk6","fecal_wk6","deficient","old","OZD",0.45,60.5,968.2,485.6,834,54.01,"ZAM2","old_ZAM2","wk6_OZD","OZD_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII","Other < 10%"
"3366","ASV34","ZAM2_s75_OZA",0.496041011591586,"ZAM2_s75_OZA","ZAM2_36","wk6","fecal_wk6","adequate","old","OZA",0.53,334.7,51.7,150.7,1315.8,70.8,"ZAM2","old_ZAM2","wk6_OZA","OZA_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Other < 10%"
"1549","ASV20","ZAM2_s49_YZD",0.495990851428799,"ZAM2_s49_YZD","ZAM2_10","wk6","fecal_wk6","deficient","young","YZD",0.72,28.8,47.7,16,233.4,86.38,"ZAM2","young_ZAM2","wk6_YZD","YZD_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_9"
"173","ASV10","ZAM2_s69_YZA",0.490023267291828,"ZAM2_s69_YZA","ZAM2_30","wk6","fecal_wk6","adequate","young","YZA",0.72,0,384.5,21.4,233.4,87.3,"ZAM2","young_ZAM2","wk6_YZA","YZA_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Other < 10%"
"756","ASV12","ZAM2_s75_OZA",0.489814555379139,"ZAM2_s75_OZA","ZAM2_36","wk6","fecal_wk6","adequate","old","OZA",0.53,334.7,51.7,150.7,1315.8,70.8,"ZAM2","old_ZAM2","wk6_OZA","OZA_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_NK4A136_group"
"1824","ASV22","ZAM2_s61_YZA",0.489433332390302,"ZAM2_s61_YZA","ZAM2_22","wk6","fecal_wk6","adequate","young","YZA",0.69,20.6,243.9,9.5,77,88.4,"ZAM2","young_ZAM2","wk6_YZA","YZA_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Acetatifactor"
"1501","ASV20","ZAM2_s12_OZD",0.488099926855342,"ZAM2_s12_OZD","ZAM2_12","wk0","fecal_wk0","deficient","old","OZD",0.75,27,474.1,1463.5,2109.9,18.56,"ZAM2","old_ZAM2","wk0_OZD","OZD_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_9"
"3038","ASV33","ZAM1_s65_YZS",0.48783118883382,"ZAM1_s65_YZS","ZAM1_28","wk6","fecal_wk6","supplemented","young","YZS",0.79,0,571.8,85,211.9,89.1,"ZAM1","young_ZAM1","wk6_YZS","YZS_ZAM1","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Other < 10%"
"1183","ASV14","ZAM1_s32_OZS",0.487789359829486,"ZAM1_s32_OZS","ZAM1_32","wk0","fecal_wk0","supplemented","old","OZS",0.71,0,663.5,NA,NA,56.9,"ZAM1","old_ZAM1","wk0_OZS","OZS_ZAM1","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"1189","ASV14","ZAM2_s77_OZA",0.487398953875416,"ZAM2_s77_OZA","ZAM2_38","wk6","fecal_wk6","adequate","old","OZA",0.53,15.5,391.9,496.1,1526,29.5,"ZAM2","old_ZAM2","wk6_OZA","OZA_ZAM2","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"3494","ASV36","ZAM2_s15_OZD",0.487219962358084,"ZAM2_s15_OZD","ZAM2_15","wk0","fecal_wk0","deficient","old","OZD",0.43,43.9,370.2,931,1526,11.48,"ZAM2","old_ZAM2","wk0_OZD","OZD_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Other < 10%"
"531","ASV11","ZAM1_s63_YZS",0.486751239694564,"ZAM1_s63_YZS","ZAM1_26","wk6","fecal_wk6","supplemented","young","YZS",0.69,0,481.8,13.1,137,88.8,"ZAM1","young_ZAM1","wk6_YZS","YZS_ZAM1","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium"
"4327","ASV7","ZAM1_s47_YZA",0.48592515185161,"ZAM1_s47_YZA","ZAM1_9","wk6","fecal_wk6","adequate","young","YZA",0.56,21.9,506.9,21.7,320,79,"ZAM1","young_ZAM1","wk6_YZA","YZA_ZAM1","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Dubosiella"
"2479","ASV28","ZAM2_s18_OZD",0.485367121076431,"ZAM2_s18_OZD","ZAM2_18","wk0","fecal_wk0","deficient","old","OZD",0.48,24.7,452.1,985.5,2253.6,40.37,"ZAM2","old_ZAM2","wk0_OZD","OZD_ZAM2","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Other < 10%"
"4451","ASV8","ZAM1_s3_YZA",0.483018747811694,"ZAM1_s3_YZA","ZAM1_3","wk0","fecal_wk0","adequate","young","YZA",0.71,13.7,583.3,NA,NA,NA,"ZAM1","young_ZAM1","wk0_YZA","YZA_ZAM1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","Other < 10%"
"1790","ASV22","ZAM2_s41_YZD",0.479937057435091,"ZAM2_s41_YZD","ZAM2_2","wk6","fecal_wk6","deficient","young","YZD",0.74,25.2,59.3,21.4,215.7,86.09,"ZAM2","young_ZAM2","wk6_YZD","YZD_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Acetatifactor"
"733","ASV12","ZAM1_s39_YZA",0.47934374382289,"ZAM1_s39_YZA","ZAM1_1","wk6","fecal_wk6","adequate","young","YZA",0.87,0,761,42,258,85.4,"ZAM1","young_ZAM1","wk6_YZA","YZA_ZAM1","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_NK4A136_group"
"1826","ASV22","ZAM2_s7_YZD",0.477990901266445,"ZAM2_s7_YZD","ZAM2_7","wk0","fecal_wk0","deficient","young","YZD",0.62,16,380.9,58.8,322.8,86.54,"ZAM2","young_ZAM2","wk0_YZD","YZD_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Acetatifactor"
"3863","ASV57","ZAM1_s61_YZS",0.476790212306585,"ZAM1_s61_YZS","ZAM1_24","wk6","fecal_wk6","supplemented","young","YZS",0.72,0,783.6,26.7,307.7,87.7,"ZAM1","young_ZAM1","wk6_YZS","YZS_ZAM1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Other < 10%"
"585","ASV115","ZAM2_s15_OZD",0.476595227976443,"ZAM2_s15_OZD","ZAM2_15","wk0","fecal_wk0","deficient","old","OZD",0.43,43.9,370.2,931,1526,11.48,"ZAM2","old_ZAM2","wk0_OZD","OZD_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII","Other < 10%"
"1794","ASV22","ZAM2_s57_OZD",0.476197011074668,"ZAM2_s57_OZD","ZAM2_18","wk6","fecal_wk6","deficient","old","OZD",0.48,24.7,452.1,985.5,2253.6,40.37,"ZAM2","old_ZAM2","wk6_OZD","OZD_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Acetatifactor"
"1212","ASV14","ZAM1_s69_OZS",0.475409257691222,"ZAM1_s69_OZS","ZAM1_32","wk6","fecal_wk6","supplemented","old","OZS",0.71,0,663.5,NA,NA,56.9,"ZAM1","old_ZAM1","wk6_OZS","OZS_ZAM1","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Other < 10%"
"2696","ASV29","ZAM2_s76_OZA",0.47297216186692,"ZAM2_s76_OZA","ZAM2_37","wk6","fecal_wk6","adequate","old","OZA",0.37,103.2,289.3,1710.2,5602.2,28.6,"ZAM2","old_ZAM2","wk6_OZA","OZA_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Other < 10%"
"2091","ASV24","ZAM2_s47_YZD",0.472854364018788,"ZAM2_s47_YZD","ZAM2_8","wk6","fecal_wk6","deficient","young","YZD",0.6,7.2,209.6,55.6,231.1,86.94,"ZAM2","young_ZAM2","wk6_YZD","YZD_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Other < 10%"
"49","ASV1","ZAM1_s2_YZA",0.472086403713217,"ZAM1_s2_YZA","ZAM1_2","wk0","fecal_wk0","adequate","young","YZA",0.77,0,533.1,21.7,205.7,84.9,"ZAM1","young_ZAM1","wk0_YZA","YZA_ZAM1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"1507","ASV20","ZAM1_s58_YZS",0.46906903592517,"ZAM1_s58_YZS","ZAM1_21","wk6","fecal_wk6","supplemented","young","YZS",0.82,0,1047.8,43,284.6,85.3,"ZAM1","young_ZAM1","wk6_YZS","YZS_ZAM1","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_9"
"63","ASV1","ZAM1_s44_YZA",0.467471491063446,"ZAM1_s44_YZA","ZAM1_6","wk6","fecal_wk6","adequate","young","YZA",0.65,32.1,613,14.3,168.8,82.1,"ZAM1","young_ZAM1","wk6_YZA","YZA_ZAM1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"516","ASV11","ZAM2_s77_OZA",0.467019903539162,"ZAM2_s77_OZA","ZAM2_38","wk6","fecal_wk6","adequate","old","OZA",0.53,15.5,391.9,496.1,1526,29.5,"ZAM2","old_ZAM2","wk6_OZA","OZA_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium"
"2103","ASV24","ZAM2_s61_YZA",0.466800577135259,"ZAM2_s61_YZA","ZAM2_22","wk6","fecal_wk6","adequate","young","YZA",0.69,20.6,243.9,9.5,77,88.4,"ZAM2","young_ZAM2","wk6_YZA","YZA_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Other < 10%"
"2999","ASV33","ZAM1_s34_OZS",0.46679378327817,"ZAM1_s34_OZS","ZAM1_34","wk0","fecal_wk0","supplemented","old","OZS",0.61,25.8,1234.6,160,2422.4,44.9,"ZAM1","old_ZAM1","wk0_OZS","OZS_ZAM1","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Other < 10%"
"4232","ASV6","ZAM2_s23_YZA",0.465709599692227,"ZAM2_s23_YZA","ZAM2_23","wk0","fecal_wk0","adequate","young","YZA",0.55,15.5,232.6,41.3,186.1,85.8,"ZAM2","young_ZAM2","wk0_YZA","YZA_ZAM2","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Parasutterella"
"757","ASV12","ZAM1_s2_YZA",0.465143956599788,"ZAM1_s2_YZA","ZAM1_2","wk0","fecal_wk0","adequate","young","YZA",0.77,0,533.1,21.7,205.7,84.9,"ZAM1","young_ZAM1","wk0_YZA","YZA_ZAM1","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_NK4A136_group"
"2443","ASV28","ZAM1_s13_OZA",0.462083293286115,"ZAM1_s13_OZA","ZAM1_13","wk0","fecal_wk0","adequate","old","OZA",0.46,23.9,814.7,NA,NA,52.2,"ZAM1","old_ZAM1","wk0_OZA","OZA_ZAM1","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Other < 10%"
